# a  alpha_K  alpha_B  alpha_M  alpha_T
3.883175625198790303e-03 4.528111310000000190e-17 1.150897150000000021e-17 0.000000000000000000e+00 0.000000000000000000e+00
3.961779444395434856e-03 4.824769099999999920e-17 1.226297810000000052e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.041974373804097312e-03 5.141348820000000201e-17 1.306761979999999990e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.123792620914593435e-03 5.479240819999999820e-17 1.392643030000000056e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.207267045165552499e-03 5.839919269999999878e-17 1.484315639999999974e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.292431171141251542e-03 6.224998539999999899e-17 1.582190140000000015e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.379319202035594424e-03 6.636175229999999615e-17 1.686697749999999912e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.467966033388629833e-03 7.075286610000000204e-17 1.798305440000000047e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.558407267101115094e-03 7.544303920000000321e-17 1.917514229999999975e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.650683876414345684e-03 8.045342420000000199e-17 2.044861759999999953e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.744823711911409607e-03 8.580695969999999473e-17 2.180931039999999981e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.840869139975700550e-03 9.152805100000000607e-17 2.326342390000000076e-17 0.000000000000000000e+00 0.000000000000000000e+00
4.938858733895699384e-03 9.764262750000000271e-17 2.481754839999999889e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.038831847766137365e-03 1.041793340000000004e-16 2.647896449999999869e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.140828632293194429e-03 1.111681129999999946e-16 2.825528260000000297e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.244890050919610858e-03 1.186423429999999983e-16 3.015498620000000166e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.351057896276247873e-03 1.266363320000000075e-16 3.218679569999999803e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.459374806966617137e-03 1.351886120000000022e-16 3.436050419999999719e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.569884284691193135e-03 1.443399799999999982e-16 3.668648150000000175e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.682630711718351935e-03 1.541335319999999970e-16 3.917568059999999708e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.797659368708941129e-03 1.646171989999999923e-16 4.184028439999999783e-17 0.000000000000000000e+00 0.000000000000000000e+00
5.915016452901702623e-03 1.758417910000000065e-16 4.469320699999999694e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.034755131418869864e-03 1.878624610000000053e-16 4.774846650000000306e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.156911543343141467e-03 2.007381399999999986e-16 5.102104089999999798e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.281540663546249584e-03 2.145327880000000080e-16 5.452718740000000086e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.408692544957357573e-03 2.293153439999999773e-16 5.828442749999999901e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.538418253684457823e-03 2.451601119999999936e-16 6.231164709999999957e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.670769889523319590e-03 2.621478229999999876e-16 6.662936529999999445e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.805800606881531011e-03 2.803656089999999900e-16 7.125972790000000588e-17 0.000000000000000000e+00 0.000000000000000000e+00
6.943564636126112015e-03 2.999061019999999782e-16 7.622627940000000049e-17 0.000000000000000000e+00 0.000000000000000000e+00
7.084117305363247727e-03 3.208720780000000061e-16 8.155514169999999660e-17 0.000000000000000000e+00 0.000000000000000000e+00
7.227515062658892292e-03 3.433723329999999806e-16 8.727396749999999922e-17 0.000000000000000000e+00 0.000000000000000000e+00
7.373815498709137065e-03 3.675258909999999987e-16 9.341300830000000248e-17 0.000000000000000000e+00 0.000000000000000000e+00
7.523077369969538054e-03 3.934604980000000067e-16 1.000047340000000010e-16 0.000000000000000000e+00 0.000000000000000000e+00
7.675368297617028365e-03 4.213169229999999829e-16 1.070849219999999979e-16 0.000000000000000000e+00 0.000000000000000000e+00
7.830734245533087570e-03 4.512436280000000093e-16 1.146913069999999974e-16 0.000000000000000000e+00 0.000000000000000000e+00
7.989245134100314907e-03 4.834060750000000164e-16 1.228659450000000031e-16 0.000000000000000000e+00 0.000000000000000000e+00
8.150964623675647711e-03 5.179791609999999614e-16 1.316532869999999944e-16 0.000000000000000000e+00 0.000000000000000000e+00
8.315957663238428277e-03 5.551553589999999603e-16 1.411022559999999983e-16 0.000000000000000000e+00 0.000000000000000000e+00
8.484290516474929031e-03 5.951431339999999517e-16 1.512658340000000063e-16 0.000000000000000000e+00 0.000000000000000000e+00
8.656030788390819963e-03 6.381682889999999671e-16 1.622014159999999895e-16 0.000000000000000000e+00 0.000000000000000000e+00
8.831247452462363118e-03 6.844754180000000276e-16 1.739711669999999968e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.010010878337203905e-03 7.343309599999999681e-16 1.866428080000000088e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.192392860095849327e-03 7.880253359999999796e-16 2.002901539999999984e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.378466645085296177e-03 8.458719869999999548e-16 2.149928730000000042e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.568306963336241019e-03 9.082142600000000418e-16 2.308382299999999932e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.761990057575784321e-03 9.754249480000000378e-16 2.479209789999999947e-16 0.000000000000000000e+00 0.000000000000000000e+00
9.959603673446362077e-03 1.047910789999999959e-15 2.663444979999999938e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.016120745395467616e-02 1.126111609999999977e-15 2.862205790000000186e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.036689212820615311e-02 1.210509409999999930e-15 3.076717259999999831e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.057674030225955360e-02 1.301630479999999925e-15 3.308317110000000013e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.079083625429780660e-02 1.400047350000000025e-15 3.558460459999999960e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.100926596847536312e-02 1.506385370000000054e-15 3.828736770000000157e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.123211716945072582e-02 1.621327910000000041e-15 4.120882939999999983e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.145947935761801491e-02 1.745621969999999994e-15 4.436797619999999771e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.169144384505161477e-02 1.880084449999999962e-15 4.778557069999999629e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.192810379217855259e-02 2.025605650000000185e-15 5.148424159999999791e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.216955424519308021e-02 2.183162760000000055e-15 5.548882569999999883e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.241589217422866057e-02 2.353828970000000018e-15 5.982660010000000068e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.266722917952549030e-02 2.538775800000000172e-15 6.452734100000000085e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.292364111868390952e-02 2.739286109999999898e-15 6.962365439999999608e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.318524338649360896e-02 2.956773619999999863e-15 7.515147249999999953e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.345214104635998262e-02 3.192783589999999931e-15 8.115007069999999837e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.372444128839750595e-02 3.449019429999999889e-15 8.766274409999999951e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.400225347247891459e-02 3.727344590000000296e-15 9.473685530000000727e-16 0.000000000000000000e+00 0.000000000000000000e+00
1.428568917215576779e-02 4.029819039999999852e-15 1.024247620000000062e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.457486221946808526e-02 4.358704420000000394e-15 1.107839479999999967e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.486988875066094784e-02 4.716495989999999955e-15 1.198778350000000027e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.517088725282664426e-02 5.105928729999999954e-15 1.297759359999999927e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.547797861149080925e-02 5.530033719999999774e-15 1.405552910000000000e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.579128615916189360e-02 5.992143719999999704e-15 1.523006089999999985e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.611093572486335321e-02 6.495953440000000343e-15 1.651057970000000022e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.643707212173234691e-02 7.045536950000000251e-15 1.790744050000000045e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.676979378304343377e-02 7.645395429999999982e-15 1.943208370000000171e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.710925044576388013e-02 8.300520839999999287e-15 2.109719729999999944e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.745557844079503179e-02 9.016413349999999509e-15 2.291676090000000109e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.780891685866864069e-02 9.799202839999999843e-15 2.490635459999999810e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.816940760540772595e-02 1.065568220000000002e-14 2.708324370000000197e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.853719545951810349e-02 1.159335699999999927e-14 2.946650520000000170e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.891242813013373214e-02 1.262060359999999936e-14 3.207742839999999820e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.929525631633879565e-02 1.374671010000000046e-14 3.493962140000000088e-15 0.000000000000000000e+00 0.000000000000000000e+00
1.968583376769082044e-02 1.498203030000000015e-14 3.807939940000000116e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.008431734596872673e-02 1.633806510000000093e-14 4.152599439999999775e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.049086708817095953e-02 1.782765009999999849e-14 4.531203020000000195e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.090566717644542355e-02 1.946509720000000041e-14 4.947388279999999632e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.132884280421231196e-02 2.126638219999999867e-14 5.405215759999999875e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.176058441604583268e-02 2.324933960000000090e-14 5.909218399999999701e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.220106540587091226e-02 2.543393550000000010e-14 6.464470919999999740e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.265046267747813577e-02 2.784250440000000149e-14 7.076650010000000318e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.310895671557091149e-02 3.050005050000000294e-14 7.752110930000000286e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.357673165825094341e-02 3.343467719999999971e-14 8.497996639999999458e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.405397537097076280e-02 3.667783160000000035e-14 9.322299939999999262e-15 0.000000000000000000e+00 0.000000000000000000e+00
2.454087952198338515e-02 4.026489410000000262e-14 1.023401339999999941e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.503763965931915525e-02 4.423564319999999813e-14 1.124324740000000030e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.554445528932072426e-02 4.863488009999999876e-14 1.236138889999999969e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.606152995676787321e-02 5.351302629999999845e-14 1.360125340000000006e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.658907132662412243e-02 5.892703439999999859e-14 1.497731640000000003e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.712731839474290599e-02 6.494109120000000444e-14 1.650589209999999852e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.767643361285283127e-02 7.162789760000000615e-14 1.820545859999999927e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.823666410296910359e-02 7.906955750000000490e-14 2.009688410000000013e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.880823486208266768e-02 8.735922709999999675e-14 2.220384580000000123e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.939137544160711629e-02 9.660236010000000092e-14 2.455314659999999846e-14 0.000000000000000000e+00 0.000000000000000000e+00
2.998632003956991365e-02 1.069188469999999996e-13 2.717525859999999921e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.059330759466985170e-02 1.184447900000000067e-13 3.010477479999999784e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.121258188223845903e-02 1.313352569999999881e-13 3.338110800000000134e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.184439161214383529e-02 1.457666639999999886e-13 3.704909769999999890e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.248899052867622317e-02 1.619403630000000062e-13 4.115992059999999997e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.314663751245561230e-02 1.800862990000000093e-13 4.577202139999999917e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.381759668440199873e-02 2.004673120000000074e-13 5.095220560000000048e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.450217201396518774e-02 2.233843219999999952e-13 5.677695650000000095e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.520057011712551115e-02 2.491822990000000008e-13 6.333395499999999476e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.591310529867908219e-02 2.782570149999999811e-13 7.072379249999999619e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.664006372347165807e-02 3.110635230000000176e-13 7.906212939999999489e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.738173734894046502e-02 3.481254679999999848e-13 8.848205830000000378e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.813842404236866823e-02 3.900461050000000023e-13 9.913690700000000241e-14 0.000000000000000000e+00 0.000000000000000000e+00
3.891042770051324207e-02 4.375217419999999895e-13 1.112036539999999942e-13 0.000000000000000000e+00 0.000000000000000000e+00
3.969805837165465978e-02 4.913568730000000150e-13 1.248867760000000109e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.050163238011678102e-02 5.524827450000000140e-13 1.404229650000000116e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.132147245330757002e-02 6.219782000000000124e-13 1.580864270000000042e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.215790785133124996e-02 7.010956489999999555e-13 1.781954829999999997e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.301127449922403229e-02 7.912908850000000402e-13 2.011201489999999974e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.388191512186678800e-02 8.942586810000000224e-13 2.272911809999999919e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.477022415183022630e-02 1.011974880000000009e-12 2.572107720000000090e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.567646969524255529e-02 1.146747070000000021e-12 2.914654340000000209e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.660105959588143471e-02 1.301274440000000026e-12 3.307412170000000142e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.754436518295729330e-02 1.478719280000000012e-12 3.758418670000000155e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.850676530218164806e-02 1.682792670000000028e-12 4.277106189999999980e-13 0.000000000000000000e+00 0.000000000000000000e+00
4.948864646791738264e-02 1.917857279999999953e-12 4.874563210000000502e-13 0.000000000000000000e+00 0.000000000000000000e+00
5.049040301840865275e-02 2.189050120000000077e-12 5.563846309999999532e-13 0.000000000000000000e+00 0.000000000000000000e+00
5.151243727415302093e-02 2.502431209999999841e-12 6.360358090000000000e-13 0.000000000000000000e+00 0.000000000000000000e+00
5.255515969947952004e-02 2.865161670000000198e-12 7.282299759999999719e-13 0.000000000000000000e+00 0.000000000000000000e+00
5.361898906739725329e-02 3.285718659999999972e-12 8.351217490000000119e-13 0.000000000000000000e+00 0.000000000000000000e+00
5.470435262778085284e-02 3.774157359999999915e-12 9.592668230000000593e-13 0.000000000000000000e+00 0.000000000000000000e+00
5.581168627896062467e-02 4.342425099999999702e-12 1.103701809999999947e-12 0.000000000000000000e+00 0.000000000000000000e+00
5.694149168424891133e-02 5.004745210000000199e-12 1.272041829999999986e-12 0.000000000000000000e+00 0.000000000000000000e+00
5.809410983731192607e-02 5.778084159999999607e-12 1.468599190000000080e-12 0.000000000000000000e+00 0.000000000000000000e+00
5.927005945865008313e-02 6.682719099999999908e-12 1.698527670000000062e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.046981282731821866e-02 7.742933710000000613e-12 1.967999400000000154e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.169385178231401312e-02 8.987868209999999604e-12 2.284420850000000161e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.294266791609198775e-02 1.045256370000000016e-11 2.656698320000000180e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.421676277199429850e-02 1.217924559999999931e-11 3.095564140000000077e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.551664804567806921e-02 1.421890659999999929e-11 3.613978979999999972e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.684284579062017839e-02 1.663326120000000044e-11 4.227628599999999829e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.819588862778161453e-02 1.949716529999999912e-11 4.955538960000000395e-12 0.000000000000000000e+00 0.000000000000000000e+00
6.957631995951625570e-02 2.290162269999999945e-11 5.820840180000000008e-12 0.000000000000000000e+00 0.000000000000000000e+00
7.098469418780933848e-02 2.695751909999999910e-11 6.851715800000000211e-12 0.000000000000000000e+00 0.000000000000000000e+00
7.242157693693351828e-02 3.180028660000000006e-11 8.082588239999999504e-12 0.000000000000000000e+00 0.000000000000000000e+00
7.388761916819457098e-02 3.759572929999999817e-11 9.555599390000000169e-12 0.000000000000000000e+00 0.000000000000000000e+00
7.538326335700717973e-02 4.454732830000000283e-11 1.132246750000000049e-11 0.000000000000000000e+00 0.000000000000000000e+00
7.690918259818597946e-02 5.290541960000000033e-11 1.344681980000000054e-11 0.000000000000000000e+00 0.000000000000000000e+00
7.846598972384877246e-02 6.297875880000000590e-11 1.600713170000000004e-11 0.000000000000000000e+00 0.000000000000000000e+00
8.005430997115244030e-02 7.514912709999999721e-11 1.910043949999999905e-11 0.000000000000000000e+00 0.000000000000000000e+00
8.167478123339737273e-02 8.988983509999999778e-11 2.284704319999999978e-11 0.000000000000000000e+00 0.000000000000000000e+00
8.332805431621520542e-02 1.077892190000000049e-10 2.739647849999999995e-11 0.000000000000000000e+00 0.000000000000000000e+00
8.501479319894210407e-02 1.295805729999999947e-10 3.293512500000000159e-11 0.000000000000000000e+00 0.000000000000000000e+00
8.673567530128267755e-02 1.561803720000000053e-10 3.969592019999999966e-11 0.000000000000000000e+00 0.000000000000000000e+00
8.849139175537221180e-02 1.887372409999999897e-10 4.797080679999999739e-11 0.000000000000000000e+00 0.000000000000000000e+00
9.028264768334554047e-02 2.286948529999999911e-10 5.812671910000000002e-11 0.000000000000000000e+00 0.000000000000000000e+00
9.211016248052465716e-02 2.778729830000000151e-10 7.062618430000000356e-11 0.000000000000000000e+00 0.000000000000000000e+00
9.397476407905600015e-02 3.385722660000000030e-10 8.605394820000000065e-11 0.000000000000000000e+00 0.000000000000000000e+00
9.587701524606044579e-02 4.137099920000000071e-10 1.051514900000000007e-10 0.000000000000000000e+00 0.000000000000000000e+00
9.781777206442594796e-02 5.069967190000000323e-10 1.288619110000000060e-10 0.000000000000000000e+00 0.000000000000000000e+00
9.979781397128076326e-02 6.231666820000000153e-10 1.583884999999999954e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.018179361812355382e-01 7.682793779999999983e-10 1.952713800000000096e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.038789500057533677e-01 9.501155940000000005e-10 2.414881730000000095e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.059816831789848757e-01 1.178699250000000044e-09 2.995866289999999826e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.081269801901986738e-01 1.466987319999999970e-09 3.728599880000000114e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.103157026229406729e-01 1.831785240000000033e-09 4.655796339999999920e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.125487295010594718e-01 2.294965649999999840e-09 5.833048799999999653e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.148269576417350335e-01 2.885097060000000029e-09 7.332968999999999847e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.171513020156544349e-01 3.639628109999999825e-09 9.250739059999999583e-10 0.000000000000000000e+00 0.000000000000000000e+00
1.195228156372333955e-01 4.607827989999999731e-09 1.171158510000000101e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.219422142678946719e-01 5.854759970000000233e-09 1.488087660000000099e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.244105867258778059e-01 7.466671499999999469e-09 1.897782620000000128e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.269289243466875106e-01 9.558335179999999931e-09 2.429414820000000161e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.294982385325894325e-01 1.228308629999999926e-08 3.121957050000000136e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.321195611588042995e-01 1.584660419999999912e-08 4.027686220000000300e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.347939449879249074e-01 2.052591110000000108e-08 5.217012329999999791e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.375224640927209807e-01 2.669567719999999930e-08 6.785164210000000109e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.403062142875033946e-01 3.486479579999999928e-08 8.861485790000000242e-09 0.000000000000000000e+00 0.000000000000000000e+00
1.431463135682192744e-01 4.572746190000000309e-08 1.162241869999999924e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.460439025614563846e-01 6.023482680000000076e-08 1.530971429999999937e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.490001449825355540e-01 7.969596919999999787e-08 2.025609740000000080e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.520162281028764051e-01 1.059208410000000049e-07 2.692159839999999884e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.550935183202643286e-01 1.414235890000000010e-07 3.594523059999999932e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.582329444109895900e-01 1.897131340000000091e-07 4.821884669999999896e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.614359192320930225e-01 2.557105049999999837e-07 6.499321029999999759e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.647037291464370778e-01 3.463511679999999764e-07 8.803108940000000130e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.680376865556328092e-01 4.714587949999999842e-07 1.198293389999999928e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.714391304271201399e-01 6.450193009999999937e-07 1.639427180000000104e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.749094268319173473e-01 8.870482809999999505e-07 2.254585340000000110e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.784499694932555613e-01 1.226342860000000060e-06 3.116960700000000031e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.820621803463190747e-01 1.704558870000000042e-06 4.332428710000000188e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.857475101093159220e-01 2.382285119999999853e-06 6.054986200000000388e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.895074388661081854e-01 3.348143950000000157e-06 8.509882079999999835e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.933434766606358102e-01 4.732504140000000200e-06 1.202847090000000086e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.972573613606356802e-01 6.728264150000000209e-06 1.710103729999999919e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.012502742402340616e-01 9.622538239999999576e-06 2.445733129999999837e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.053240122568721071e-01 1.384525610000000066e-05 3.519009290000000134e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.094802114850084218e-01 2.004416009999999913e-05 5.094567069999999659e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.137205411167643343e-01 2.920125640000000050e-05 7.422000129999999672e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.180467041322965982e-01 4.281476570000000096e-05 1.088210699999999952e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.224604379837398782e-01 6.318521369999999617e-05 1.605960569999999944e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.269635152929937727e-01 9.386811809999999750e-05 2.385819210000000111e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.315577445636341769e-01 1.403948109999999963e-04 3.568374890000000101e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.362449709072356741e-01 2.114273590000000091e-04 5.373788940000000231e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.410270767843959994e-01 3.206201640000000256e-04 8.149111350000000343e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.459059827607608661e-01 4.896375769999999862e-04 1.244497879999999961e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.508836482783514676e-01 7.530699749999999896e-04 1.914056499999999925e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.559623284047066183e-01 1.166474480000000060e-03 2.964794960000000155e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.611435559681768992e-01 1.819556350000000071e-03 4.624714519999999804e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.664296627114537408e-01 2.857767179999999921e-03 7.263505409999999624e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.718227716145109607e-01 4.517518509999999578e-03 1.148204809999999907e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.773250486309990492e-01 7.182879379999999869e-03 1.825651979999999954e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.829387035581248377e-01 1.147456810000000056e-02 2.916458279999999993e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.886659909241391930e-01 1.838293499999999955e-02 4.672338199999999907e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.945092108937896747e-01 2.944828999999999850e-02 7.484787950000000231e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.004707101921009760e-01 4.695719859999999968e-02 1.193497739999999953e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.065528830468551846e-01 7.403295529999999458e-02 1.881674529999999984e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.127581721501498380e-01 1.143375300000000067e-01 2.906084420000000154e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.190890696394194093e-01 1.709809720000000088e-01 4.345774639999999689e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.255484436465962417e-01 2.445454559999999944e-01 6.215542169999999783e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.321382437159239309e-01 3.312540909999999728e-01 8.419390840000000320e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.388614354994532452e-01 4.233237469999999725e-01 1.075949910000000009e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.457207191321245987e-01 5.121765849999999620e-01 1.301784629999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.527188494054121493e-01 5.920809190000000388e-01 1.504875200000000135e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.598586368736888530e-01 6.614009920000000209e-01 1.681064060000000138e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.671429489829879933e-01 7.214536590000000249e-01 1.833698209999999884e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.745747112226122666e-01 7.747444220000000437e-01 1.969145820000000047e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.821569083000546652e-01 8.237698820000000088e-01 2.093752429999999887e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.898925853397014474e-01 8.705255509999999530e-01 2.212589990000000117e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.977848491058003089e-01 9.164376269999999769e-01 2.329283400000000115e-01 0.000000000000000000e+00 0.000000000000000000e+00
