# weight H0_light H0_matter omega_cdm logA F_arithmetic F_weighted
1.000000000000000000e+00 6.547383899999999812e+01 6.973168474870084310e+01 1.195123899999999961e-01 2.945987399999999923e+00 6.760276187435042061e+01 6.554107500521766383e+01
1.000000000000000000e+00 6.547383899999999812e+01 7.129022070081255436e+01 1.195123899999999961e-01 2.945987399999999923e+00 6.838202985040626913e+01 6.556568597930944975e+01
1.000000000000000000e+00 6.547383899999999812e+01 7.328686777727740775e+01 1.195123899999999961e-01 2.945987399999999923e+00 6.938035338863869583e+01 6.559721520351678237e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.210869209282876113e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.888639904641438250e+01 6.576587300842093953e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.215252307538435161e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.890831453769217774e+01 6.576656514720326641e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.391588801561560729e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.978999700780781268e+01 6.579441059330900998e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.024200628945432356e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.795305614472715661e+01 6.573639601375674602e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.167776077014426050e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.867093338507213218e+01 6.575906813516566274e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.438786752840462668e+01 1.191979600000000056e-01 3.068525399999999959e+00 7.002598676420231527e+01 6.580186366203378157e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.110868240351921088e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.838639420175960026e+01 6.575008177016187005e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.127234225641544185e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.846822412820772286e+01 6.575266613685167272e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.357941389952503641e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.962175994976252014e+01 6.578909730185594640e+01
1.000000000000000000e+00 6.566410600000000386e+01 7.021384962244729877e+01 1.191979600000000056e-01 3.068525399999999959e+00 6.793897781122365132e+01 6.573595138942755511e+01
1.000000000000000000e+00 6.567646499999999321e+01 7.143227011788215464e+01 1.192034200000000044e-01 3.068871600000000033e+00 6.855436755894106682e+01 6.576735540932396873e+01
1.000000000000000000e+00 6.567646499999999321e+01 7.310596566965664067e+01 1.192034200000000044e-01 3.068871600000000033e+00 6.939121533482831694e+01 6.579378487847188239e+01
1.000000000000000000e+00 6.567646499999999321e+01 7.246674450395302358e+01 1.192034200000000044e-01 3.068871600000000033e+00 6.907160475197650840e+01 6.578369088254787300e+01
1.000000000000000000e+00 6.521382499999999993e+01 7.183242464706999897e+01 1.206554299999999941e-01 2.993320300000000156e+00 6.852312482353499945e+01 6.531833987129138563e+01
1.000000000000000000e+00 6.535864300000000071e+01 7.205190733324312191e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.870527516662156131e+01 6.546433690771623048e+01
1.000000000000000000e+00 6.535864300000000071e+01 7.158964988054295020e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.847414644027148256e+01 6.545703736087118330e+01
1.000000000000000000e+00 6.535864300000000071e+01 7.462728077131704651e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.999296188565853072e+01 6.550500484923868783e+01
1.000000000000000000e+00 6.535864300000000071e+01 7.110007333218503334e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.822935816609250992e+01 6.544930641585752085e+01
2.000000000000000000e+00 6.535864300000000071e+01 7.179078023171400957e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.857471161585701225e+01 6.546021342739376792e+01
1.000000000000000000e+00 6.535864300000000071e+01 7.415731945542799508e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.975798122771399790e+01 6.549758365003322069e+01
1.000000000000000000e+00 6.535864300000000071e+01 7.193288226087850035e+01 1.200714699999999996e-01 3.037966400000000178e+00 6.864576263043925053e+01 6.546245737265111586e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.326573629068542459e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.921901864534271454e+01 6.530010512667590206e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.009712397612551626e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.763471248806276037e+01 6.525006929947865331e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.058823260754267892e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.788026680377134880e+01 6.525782443774650687e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.638271151773336953e+01 1.205967000000000011e-01 3.035503499999999910e+00 7.077750625886667990e+01 6.534932554822195527e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.372342842842563471e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.944786471421281249e+01 6.530733258224319115e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.134504636109490150e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.825867368054744588e+01 6.526977534825053340e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.152171528492073094e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.834700814246036771e+01 6.527256514228845674e+01
1.000000000000000000e+00 6.517230100000000448e+01 7.292576598604857452e+01 1.205967000000000011e-01 3.035503499999999910e+00 6.904903349302429660e+01 6.529473662661142441e+01
1.000000000000000000e+00 6.515527299999999400e+01 7.403171506252536460e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.959349403126267930e+01 6.529544165336476169e+01
1.000000000000000000e+00 6.515527299999999400e+01 6.899431051711528085e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.707479175855763742e+01 6.521589556872746130e+01
2.000000000000000000e+00 6.515527299999999400e+01 7.161155354075602020e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.838341327037801420e+01 6.525722467644516200e+01
1.000000000000000000e+00 6.515527299999999400e+01 7.370713133937428552e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.943120216968713976e+01 6.529031612412029517e+01
1.000000000000000000e+00 6.515527299999999400e+01 7.128546015237350275e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.822036657618674838e+01 6.525207530794833133e+01
1.000000000000000000e+00 6.515527299999999400e+01 7.597634606999399409e+01 1.207657300000000017e-01 2.989652400000000210e+00 7.056580953499698694e+01 6.532614948739197303e+01
1.000000000000000000e+00 6.515527299999999400e+01 7.378064225237247342e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.946795762618623371e+01 6.529147694121456880e+01
1.000000000000000000e+00 6.515527299999999400e+01 7.142290775497490074e+01 1.207657300000000017e-01 2.989652400000000210e+00 6.828909037748744026e+01 6.525424575475902600e+01
1.000000000000000000e+00 6.529028399999999976e+01 7.336428374554547815e+01 1.201797599999999966e-01 2.998696600000000156e+00 6.932728387277273896e+01 6.541778121832561510e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.359089836135348150e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.936468218067673774e+01 6.527193908002486467e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.381458229151353123e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.947652414575676971e+01 6.527547129203605891e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.136475280115514863e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.825160940057756420e+01 6.523678582569515072e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.208764526547969353e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.861305563273984376e+01 6.524820108222903059e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.053718957196376493e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.783782778598188656e+01 6.522371770418962456e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.175469099081736601e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.844657849540868710e+01 6.524294337289204293e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.054015475581805106e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.783931037790901541e+01 6.522376452766064858e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.053724623471015320e+01 1.208330400000000027e-01 3.012275100000000094e+00 6.783785611735507359e+01 6.522371859895586965e+01
1.000000000000000000e+00 6.513846599999999398e+01 7.572589730290413002e+01 1.208330400000000027e-01 3.012275100000000094e+00 7.043218165145205489e+01 6.530565303032886959e+01
1.000000000000000000e+00 6.535860599999999465e+01 7.419631642568353413e+01 1.206093399999999954e-01 3.001704199999999823e+00 6.977746121284175729e+01 6.549816303878534995e+01
1.000000000000000000e+00 6.535860599999999465e+01 7.221004343526361424e+01 1.206093399999999954e-01 3.001704199999999823e+00 6.878432471763180445e+01 6.546679763265518659e+01
1.000000000000000000e+00 6.575943599999999378e+01 7.096891633509957842e+01 1.193603399999999953e-01 3.061678300000000075e+00 6.836417616754978610e+01 6.584169934810248037e+01
1.000000000000000000e+00 6.531611700000000553e+01 7.062673759612583524e+01 1.202342299999999975e-01 3.004953400000000219e+00 6.797142729806292039e+01 6.539997746258701738e+01
1.000000000000000000e+00 6.531611700000000553e+01 7.200300733293531152e+01 1.202342299999999975e-01 3.004953400000000219e+00 6.865956216646765142e+01 6.542171025533397710e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.306966758363417114e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.951872379181708084e+01 6.607992651230007652e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.355258451996850511e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.976018225998424782e+01 6.608755229481251092e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.374734659556861516e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.985756329778430995e+01 6.609062779935263165e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.330754996491580755e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.963766498245790615e+01 6.608368293326340392e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.281284202035615749e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.939031101017808112e+01 6.607587095793485332e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.398717218116495076e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.997747609058248486e+01 6.609441490562095112e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.337963428891804085e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.967370714445902991e+01 6.608482122296922512e+01
1.000000000000000000e+00 6.596778000000000475e+01 7.322441889870079024e+01 1.182770300000000052e-01 2.948354300000000094e+00 6.959609944935039039e+01 6.608237020350952662e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.067136273516257461e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.818582636758128501e+01 6.577878863336660231e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.256334202425699687e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.913181601212849614e+01 6.580866503962018044e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.285047830092408105e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.927538415046203113e+01 6.581319923304464226e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.239991363669578561e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.905010181834788341e+01 6.580608432801921026e+01
2.000000000000000000e+00 6.570028999999999542e+01 7.350446516914115591e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.960237758457057566e+01 6.582352639543589135e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.334224609305371700e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.952126804652685621e+01 6.582096478017551533e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.282383374085033267e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.926206187042515694e+01 6.581277848652494811e+01
1.000000000000000000e+00 6.570028999999999542e+01 7.074261910457693148e+01 1.195462100000000000e-01 2.959646300000000174e+00 6.822145455228846345e+01 6.577991384877093139e+01
1.000000000000000000e+00 6.525502299999999423e+01 7.319236541378448635e+01 1.205843899999999996e-01 3.010446899999999815e+00 6.922369420689224739e+01 6.538036225074914398e+01
1.000000000000000000e+00 6.537426200000000165e+01 6.998987519863864293e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.768206859931932229e+01 6.544714754152087721e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.184505180765773957e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.860965690382886351e+01 6.547644279351580110e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.420364784090416777e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.978895492045208471e+01 6.551368758455738828e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.292680352949510336e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.915053276474755251e+01 6.549352482717938528e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.356122286246781528e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.946774243123391557e+01 6.550354299695337090e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.179773462131069550e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.858599831065535568e+01 6.547569560379218956e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.487473039760664051e+01 1.202041999999999972e-01 3.026965099999999964e+00 7.012449619880331397e+01 6.552428470642300340e+01
2.000000000000000000e+00 6.537426200000000165e+01 7.354016969462705333e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.945721584731353460e+01 6.550321054458513004e+01
2.000000000000000000e+00 6.537426200000000165e+01 7.064771380763882291e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.801098790381941228e+01 6.545753552707920164e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.435302285817405732e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.986364242908703659e+01 6.551604637818996935e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.368921516799511551e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.953173858399756568e+01 6.550556413436186176e+01
2.000000000000000000e+00 6.537426200000000165e+01 7.064033359484926677e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.800729779742462711e+01 6.545741898550986093e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.256317294998419243e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.896871747499210414e+01 6.548778270569722793e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.042223867908641921e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.789825033954321043e+01 6.545397503010150331e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.103379291212803537e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.820402745606401140e+01 6.546363213513312473e+01
1.000000000000000000e+00 6.537426200000000165e+01 6.999428064805069027e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.768427132402534596e+01 6.544721710834812711e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.157125907182685864e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.847276053591343725e+01 6.547211930908225952e+01
2.000000000000000000e+00 6.537426200000000165e+01 7.355000037898764731e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.946213118949381737e+01 6.550336578175996749e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.217479314016593150e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.877452757008296658e+01 6.548164976700932982e+01
1.000000000000000000e+00 6.537426200000000165e+01 7.410909076623372016e+01 1.202041999999999972e-01 3.026965099999999964e+00 6.974167638311686801e+01 6.551219442572987361e+01
1.000000000000000000e+00 6.532880799999999510e+01 7.250663247954456381e+01 1.203794499999999990e-01 3.027734999999999843e+00 6.891772023977227946e+01 6.544215363829734144e+01
1.000000000000000000e+00 6.532880799999999510e+01 7.294808067827617037e+01 1.203794499999999990e-01 3.027734999999999843e+00 6.913844433913808984e+01 6.544912458443890557e+01
1.000000000000000000e+00 6.532880799999999510e+01 7.221557097851449214e+01 1.203794499999999990e-01 3.027734999999999843e+00 6.877218948925724362e+01 6.543755746132030993e+01
1.000000000000000000e+00 6.532880799999999510e+01 7.107660589108681393e+01 1.203794499999999990e-01 3.027734999999999843e+00 6.820270694554341162e+01 6.541957196652300865e+01
1.000000000000000000e+00 6.534934199999999294e+01 7.039708443643864655e+01 1.201022499999999937e-01 3.035379900000000131e+00 6.787321321821931974e+01 6.542905133115586125e+01
1.000000000000000000e+00 6.534934199999999294e+01 7.043655813761280626e+01 1.201022499999999937e-01 3.035379900000000131e+00 6.789295006880639960e+01 6.542967466373640661e+01
1.000000000000000000e+00 6.534934199999999294e+01 7.169191868806125001e+01 1.201022499999999937e-01 3.035379900000000131e+00 6.852063034403062147e+01 6.544949816921351271e+01
1.000000000000000000e+00 6.585291999999999746e+01 7.251456586364361101e+01 1.189790299999999995e-01 2.986703499999999956e+00 6.918374293182179713e+01 6.595811461776716556e+01
1.000000000000000000e+00 6.585291999999999746e+01 7.164223652629227956e+01 1.189790299999999995e-01 2.986703499999999956e+00 6.874757826314613851e+01 6.594433959083117713e+01
1.000000000000000000e+00 6.585291999999999746e+01 7.327830828725926438e+01 1.189790299999999995e-01 2.986703499999999956e+00 6.956561414362963092e+01 6.597017493949086031e+01
1.000000000000000000e+00 6.585291999999999746e+01 7.235610506350218429e+01 1.189790299999999995e-01 2.986703499999999956e+00 6.910451253175108377e+01 6.595561234976266007e+01
1.000000000000000000e+00 6.585291999999999746e+01 7.224988479406843567e+01 1.189790299999999995e-01 2.986703499999999956e+00 6.905140239703422367e+01 6.595393501643229683e+01
1.000000000000000000e+00 6.585291999999999746e+01 7.241173381901880646e+01 1.189790299999999995e-01 2.986703499999999956e+00 6.913232690950940196e+01 6.595649078818361488e+01
1.000000000000000000e+00 6.589703599999999994e+01 7.326020270167762760e+01 1.189941500000000069e-01 2.979522600000000132e+00 6.957861935083880667e+01 6.601330839312828402e+01
2.000000000000000000e+00 6.589703599999999994e+01 7.374784514127455282e+01 1.189941500000000069e-01 2.979522600000000132e+00 6.982244057063726927e+01 6.602100879646560827e+01
1.000000000000000000e+00 6.589703599999999994e+01 7.291938683070270599e+01 1.189941500000000069e-01 2.979522600000000132e+00 6.940821141535136007e+01 6.600792654065368481e+01
1.000000000000000000e+00 6.589703599999999994e+01 7.325563525528035314e+01 1.189941500000000069e-01 2.979522600000000132e+00 6.957633562764017654e+01 6.601323626819282708e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.481125740586458051e+01 1.185014600000000029e-01 2.948272300000000179e+00 7.039479520293230053e+01 6.611781446233837300e+01
1.000000000000000000e+00 6.597833300000000634e+01 6.946680930671753629e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.772257115335877131e+01 6.603341982676721500e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.315274145105320258e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.956553722552661156e+01 6.609162469550021513e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.318944257900558625e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.958388778950279629e+01 6.609220424614065337e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.134262822384424396e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.866048061192212515e+01 6.606304104320931003e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.055424425423662171e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.826628862711831403e+01 6.605059160473206248e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.389792790347749474e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.993813045173874343e+01 6.610339199830085022e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.376868368251479069e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.987350834125740562e+01 6.610135109178899881e+01
1.000000000000000000e+00 6.597833300000000634e+01 7.112365687175936557e+01 1.185014600000000029e-01 2.948272300000000179e+00 6.855099493587968595e+01 6.605958324792027270e+01
1.000000000000000000e+00 6.622236100000000647e+01 7.082054917658763316e+01 1.176300099999999932e-01 3.065687899999999910e+00 6.852145508829381981e+01 6.629497138151211288e+01
2.000000000000000000e+00 6.622236100000000647e+01 7.411570104187362062e+01 1.176300099999999932e-01 3.065687899999999910e+00 7.016903102093681355e+01 6.634700540554291592e+01
1.000000000000000000e+00 6.622236100000000647e+01 7.211517363457802787e+01 1.176300099999999932e-01 3.065687899999999910e+00 6.916876731728902428e+01 6.631541490670062444e+01
1.000000000000000000e+00 6.622236100000000647e+01 7.184631359774033399e+01 1.176300099999999932e-01 3.065687899999999910e+00 6.903433729887017023e+01 6.631116931493743039e+01
2.000000000000000000e+00 6.622236100000000647e+01 7.462654536337274180e+01 1.176300099999999932e-01 3.065687899999999910e+00 7.042445318168637414e+01 6.635507219177542027e+01
1.000000000000000000e+00 6.622236100000000647e+01 7.371053575095332633e+01 1.176300099999999932e-01 3.065687899999999910e+00 6.996644837547665929e+01 6.634060740589188754e+01
1.000000000000000000e+00 6.620080900000000668e+01 7.175088054906902357e+01 1.177328900000000067e-01 3.062514999999999876e+00 6.897584477453452223e+01 6.628845065299917394e+01
1.000000000000000000e+00 6.620080900000000668e+01 7.012471887272766935e+01 1.177328900000000067e-01 3.062514999999999876e+00 6.816276393636383091e+01 6.626277179533069273e+01
1.000000000000000000e+00 6.620080900000000668e+01 7.011304588187277886e+01 1.177328900000000067e-01 3.062514999999999876e+00 6.815692744093638566e+01 6.626258746613692097e+01
1.000000000000000000e+00 6.620080900000000668e+01 7.224377811203181921e+01 1.177328900000000067e-01 3.062514999999999876e+00 6.922229355601591294e+01 6.629623404043759649e+01
2.000000000000000000e+00 6.620080900000000668e+01 7.037281240511178737e+01 1.177328900000000067e-01 3.062514999999999876e+00 6.828681070255589702e+01 6.626668946145163375e+01
1.000000000000000000e+00 6.586876999999999782e+01 7.326952683565060909e+01 1.185959300000000022e-01 3.023871000000000198e+00 6.956914841782530345e+01 6.598563598213857517e+01
1.000000000000000000e+00 6.586876999999999782e+01 7.429547516008550190e+01 1.185959300000000022e-01 3.023871000000000198e+00 7.008212258004274986e+01 6.600183681959629212e+01
1.000000000000000000e+00 6.586876999999999782e+01 7.433848598890614312e+01 1.185959300000000022e-01 3.023871000000000198e+00 7.010362799445306337e+01 6.600251600726106460e+01
1.000000000000000000e+00 6.579733699999999885e+01 7.421850089728657451e+01 1.190077400000000007e-01 3.021460300000000210e+00 7.000791894864329379e+01 6.593031631704302242e+01
1.000000000000000000e+00 6.579733699999999885e+01 7.390693824190118733e+01 1.190077400000000007e-01 3.021460300000000210e+00 6.985213762095060019e+01 6.592539640458974759e+01
1.000000000000000000e+00 6.579733699999999885e+01 7.242850121395913732e+01 1.190077400000000007e-01 3.021460300000000210e+00 6.911291910697957519e+01 6.590205027943831340e+01
1.000000000000000000e+00 6.579733699999999885e+01 7.171306733685496226e+01 1.190077400000000007e-01 3.021460300000000210e+00 6.875520216842747345e+01 6.589075280209110019e+01
1.000000000000000000e+00 6.579733699999999885e+01 7.230786591818959153e+01 1.190077400000000007e-01 3.021460300000000210e+00 6.905260145909480229e+01 6.590014531719813817e+01
1.000000000000000000e+00 6.579733699999999885e+01 7.219148505490068146e+01 1.190077400000000007e-01 3.021460300000000210e+00 6.899441102745034016e+01 6.589830753706395683e+01
1.000000000000000000e+00 6.554917799999999772e+01 7.075990230284868687e+01 1.194511099999999992e-01 3.050088899999999992e+00 6.815454015142434230e+01 6.563146099170326409e+01
1.000000000000000000e+00 6.578170000000000073e+01 7.259800199784488939e+01 1.183579899999999963e-01 2.973882699999999879e+00 6.918985099892245216e+01 6.588933680596746001e+01
1.000000000000000000e+00 6.578170000000000073e+01 7.491540195363009502e+01 1.183579899999999963e-01 2.973882699999999879e+00 7.034855097681504787e+01 6.592593106623772314e+01
1.000000000000000000e+00 6.578170000000000073e+01 7.339631879060050323e+01 1.183579899999999963e-01 2.973882699999999879e+00 6.958900939530025198e+01 6.590194309450185983e+01
1.000000000000000000e+00 6.578170000000000073e+01 7.230728773972172974e+01 1.183579899999999963e-01 2.973882699999999879e+00 6.904449386986087234e+01 6.588474611233277756e+01
1.000000000000000000e+00 6.575554900000000202e+01 7.231093073248578662e+01 1.190971299999999955e-01 3.053252899999999936e+00 6.903323986624289432e+01 6.585906559181258046e+01
1.000000000000000000e+00 6.575554900000000202e+01 7.454929588914338012e+01 1.190971299999999955e-01 3.053252899999999936e+00 7.015242244457169818e+01 6.589441180683175503e+01
1.000000000000000000e+00 6.575554900000000202e+01 7.112244095452126658e+01 1.190971299999999955e-01 3.053252899999999936e+00 6.843899497726063430e+01 6.584029804840480438e+01
1.000000000000000000e+00 6.575554900000000202e+01 7.276505107927384586e+01 1.190971299999999955e-01 3.053252899999999936e+00 6.926030003963691684e+01 6.586623664492445585e+01
1.000000000000000000e+00 6.572374899999999798e+01 7.450820852365539793e+01 1.192696099999999981e-01 3.027495699999999790e+00 7.011597876182770506e+01 6.586246514925154827e+01
1.000000000000000000e+00 6.572374899999999798e+01 7.076848653557897251e+01 1.192696099999999981e-01 3.027495699999999790e+00 6.824611776778948524e+01 6.580341088051021359e+01
1.000000000000000000e+00 6.572374899999999798e+01 7.119916600048509281e+01 1.192696099999999981e-01 3.027495699999999790e+00 6.846145750024254539e+01 6.581021177665785160e+01
2.000000000000000000e+00 6.572374899999999798e+01 7.252088721381454661e+01 1.192696099999999981e-01 3.027495699999999790e+00 6.912231810690727229e+01 6.583108318902003475e+01
1.000000000000000000e+00 6.572374899999999798e+01 7.178785515685095220e+01 1.192696099999999981e-01 3.027495699999999790e+00 6.875580207842547509e+01 6.581950781731434574e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.375317902445225116e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.973877901222613218e+01 6.585116246567636722e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.091516338134485409e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.831977119067242654e+01 6.580634711870283127e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.307002228783389342e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.939720064391694621e+01 6.584037467940632382e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.371914971150488327e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.972176435575244113e+01 6.585062510589445139e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.261468801645912663e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.916953350822956281e+01 6.583318445710781930e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.039671519012624401e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.806054709506312861e+01 6.579816025911533472e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.221426196380627971e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.896932048190313935e+01 6.582686129517230711e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.421604824604405337e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.997021362302203329e+01 6.585847167301614036e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.357337659067646030e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.964887779533822254e+01 6.584832319011566426e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.342383420080852829e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.957410660040426365e+01 6.584596175348812608e+01
1.000000000000000000e+00 6.572437899999999900e+01 7.077157111321196226e+01 1.193814500000000001e-01 2.966682500000000111e+00 6.824797505660598063e+01 6.580407964095488182e+01
1.000000000000000000e+00 6.545540099999999484e+01 7.421496335689961654e+01 1.201140900000000067e-01 2.948441199999999984e+00 6.983518217844979858e+01 6.559372399596871617e+01
1.000000000000000000e+00 6.572858300000000042e+01 6.951509049444248944e+01 1.192421099999999984e-01 2.972076100000000221e+00 6.762183674722123783e+01 6.578837606266102966e+01
1.000000000000000000e+00 6.572858300000000042e+01 7.108015809514259331e+01 1.192421099999999984e-01 2.972076100000000221e+00 6.840437054757128976e+01 6.581309017857252286e+01
